"","Carrier_Company_Name","Uniquely_Identified_Carrier","Source_Port","Destination_Port","Distance (Nautical_Miles)","Ship_Length (ft)","Ship_Beam (ft)","Ship_Draft (ft)","Storage_Capacity (#Conatiners)","Is_Shared"
"725","CMA CGM","CMA-U123453","Tokyo","Busan","15959.9991997238","1096.31423110724","130.200387064627","44.3902875442028","15841","0"
"726","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","17230.8112979215","979.248837343184","138.485305096233","43.3973159209416","14713","0"
"727","COSCO","COS-U123453","Shanghai","Rotterdam","16175.0346374139","1084.55000793445","145.606376782809","45.205771732278","17847","0"
"728","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","23300.6916468032","1134.66905831243","139.696656260407","44.2158485180092","17522","0"
"729","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","16977.0513265114","1085.60148992809","129.824433806718","42.8801652651912","15109","0"
"730","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","16295.2070051059","1114.32097796118","127.245654286098","44.9379197434086","7080","0"
"731","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","15489.7093499266","1031.98731352692","125.130920529669","44.7565082894678","14449","0"
"732","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","24377.081431523","1100.18911039224","124.104409440544","45.1048457550445","15396","0"
"733","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","24470.8559809718","1190.69988516276","129.892214710613","45.4602118473532","17577","0"
"734","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","25447.7590778936","1053.55089251185","131.715163807462","45.6026364821745","15821","0"
"735","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","17660.4108116962","1186.93473962136","131.173498808965","43.6169495698161","16977","0"
"736","COSCO","COS-U123453","Shanghai","Rotterdam","24385.6493278686","1167.62705322821","143.07903271072","44.6431044186779","18646","0"
"737","CMA CGM","CMA-U123453","Tokyo","Busan","26694.934490025","998.860200599302","135.65434781217","45.0208547337651","15251","0"
"738","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","15503.6289877631","1049.43437700043","132.030390434826","46.481791094847","16101","0"
"739","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","18992.3120140191","1029.73346181214","137.567206286489","42.3512511006367","14998","0"
"740","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","20251.4473109879","1072.3726445029","130.236320447431","45.3896559321662","7044","0"
"741","COSCO","COS-U123453","Shanghai","Rotterdam","20913.2226384524","970.872265093494","126.994963947982","45.0517425396196","13887","0"
"742","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","15423.5059844144","987.6377375843","123.27284662354","46.3921267646455","14120","0"
"743","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","22787.9927590303","1074.65234936913","131.468156882773","44.1161539034632","15582","0"
"744","CMA CGM","CMA-U123453","Tokyo","Busan","19831.7629594356","1198.58691995963","140.171171265844","43.1713093795498","18133","0"
"745","CMA CGM","CMA-U123453","Tokyo","Busan","19244.7567584552","980.70382151287","132.71081514262","43.9902555889568","14313","0"
"746","COSCO","COS-U123453","Shanghai","Rotterdam","16406.7794320174","998.715199242579","137.7863913766","44.0249046770472","15146","0"
"747","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","18966.8421649933","1014.79020074708","133.339564770189","45.8290868012159","15503","0"
"748","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","20597.4137982074","1193.88282047352","137.373677831219","45.6286102262615","18709","0"
"749","Maersk","MAE-U123453","Bremerhaven","Qingdao","22088.2557490189","1007.4511685106","128.618347258971","45.4960481668396","14738","0"
"750","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","21548.6777900811","999.912166165886","133.143452188393","45.2952145160122","6700","0"
"751","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","26722.9822412319","1155.80011029379","128.299501034172","43.82079023915","16245","0"
"752","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","26591.8888784107","998.160837736214","141.664776755852","42.9312758182747","15177","0"
"753","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","22405.3022402152","1147.59034532355","138.067005574577","43.3216292964507","17160","0"
"754","Maersk","MAE-U123453","Bremerhaven","Qingdao","20601.1898386292","1132.67336654128","143.95006587734","45.0052611903439","18345","0"
"755","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","18403.0284038465","1027.95067553408","137.237741104162","44.5281629148374","15704","0"
"756","CMA CGM","CMA-U123453","Tokyo","Busan","23864.7999429144","1140.60841190279","130.299041727045","44.4745569021959","16525","0"
"757","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","15815.9154849127","1123.32119785016","130.974766126302","43.321717277446","15934","0"
"758","CMA CGM","CMA-U123453","Tokyo","Busan","20835.7594615035","1169.22918085475","131.086142096131","44.2176531919245","16943","0"
"759","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","22853.1354164053","1065.24660492083","137.338049768464","45.8370292085846","16765","0"
"760","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","19464.7403907403","1168.60501320218","148.302969014114","44.1622324400643","8504","0"
"761","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","18548.8835162111","1071.77131798468","129.560362679984","42.6946694317396","14821","0"
"762","Maersk","MAE-U123453","Bremerhaven","Qingdao","20950.5064726342","1191.40018732171","133.59554636056","42.9238636426093","17080","0"
"763","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","19312.3540416732","1089.3104148889","140.66615747369","44.0095147998536","16859","0"
"764","CMA CGM","CMA-U123453","Tokyo","Busan","23290.2172656264","965.132669808809","132.014038997645","43.7850076576353","13947","0"
"765","Maersk","MAE-U123453","Bremerhaven","Qingdao","24117.8398840316","982.648988008732","130.369045773613","44.705919422801","14318","0"
"766","Maersk","MAE-U123453","Bremerhaven","Qingdao","25142.7106648497","1154.87959750579","124.371317590123","43.2537804201157","15532","0"
"767","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","18432.0383040793","994.962557766121","139.997987014478","44.6292266708218","15541","0"
"768","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","26507.0852300618","1180.84745899774","139.502902838843","43.0093945160902","17713","0"
"769","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","15873.9243291412","1134.9342746567","126.235707183345","43.2254309599287","15482","0"
"770","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","18367.6274187863","1113.59289700398","136.467714787137","44.5542401160896","7523","0"
"771","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","16739.2390502337","1111.56344737625","131.952256827091","42.8072280797998","15697","0"
"772","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","16570.0057869125","1144.57848414779","124.351029220486","44.5909652613873","15867","0"
"773","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","17938.5704033263","1062.38661678392","132.285424504208","45.4279530323095","15961","0"
"774","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","17051.9058153871","1108.28059592517","133.124418066375","45.6624035963206","16842","0"
"775","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","18207.0965720527","1088.50502430694","141.60166252538","45.5533243021807","17553","0"
"776","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","15155.307537457","1154.46400064393","131.477381592871","44.5162529338661","16892","0"
"777","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","26531.5968827158","1071.04088148335","142.131664426463","46.4556046256995","17680","0"
"778","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","26009.6606368292","981.739079190884","116.974775561425","44.329470196036","12727","0"
"779","CMA CGM","CMA-U123453","Tokyo","Busan","20253.2573250588","980.668880604208","140.887686381949","44.9333055616884","15520","0"
"780","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","15299.6934574284","1168.85021926719","125.208707253729","43.1259292123916","7013","0"
"781","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","18103.9311361033","1002.11142775835","131.401440656912","42.5779485245839","14017","0"
"782","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","16843.3067230415","1033.36788370972","134.715605102008","44.7350495209517","15569","0"
"783","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","19044.8041148856","1010.9247835807","132.601586877252","43.3438517794972","14526","0"
"784","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","21126.3791409507","1035.65320328576","136.716095788251","43.6798262222882","15462","0"
"785","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","22533.3750506211","1034.54768669326","125.66512833201","42.8265856540394","13919","0"
"786","Maersk","MAE-U123453","Bremerhaven","Qingdao","24386.5087466128","1096.21562134707","133.921645359457","43.535265534308","15978","0"
"787","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","16527.2372455057","981.866405841429","130.51724878456","42.5339321554438","13627","0"
"788","CMA CGM","CMA-U123453","Tokyo","Busan","18561.8663639668","1181.47402733448","139.668409269029","43.7972277270851","18068","0"
"789","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","21252.908153655","1025.3935823252","123.725191351051","44.5172144652663","14119","0"
"790","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","21101.1266381107","978.83487548097","127.575636262618","45.0033240639837","6244","0"
"791","Maersk","MAE-U123453","Bremerhaven","Qingdao","21120.054012062","1183.85306956363","134.986360642791","45.6957159964054","18256","0"
"792","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","23336.916576298","1095.20674520521","126.875834335543","42.0090782398145","14593","0"
"793","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","24759.3211762793","1183.68865290075","142.405373127615","45.4922588172055","19171","0"
"794","COSCO","COS-U123453","Shanghai","Rotterdam","26203.1560598407","1174.69915615162","128.032038401963","45.6414860020322","17161","0"
"795","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","26685.3829221893","1065.99618227687","142.616201610048","43.4781908020988","16525","0"
"796","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","20479.5196058974","1054.96225323644","136.524989993722","43.7968008391002","15770","0"
"797","CMA CGM","CMA-U123453","Tokyo","Busan","18258.8122460805","1141.68749804376","129.572316776503","42.7507506452069","15810","0"
"798","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","17240.7530333754","1163.66967485519","143.898054419181","43.6186131516866","18260","0"
"799","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","25612.7883326355","1048.8043100643","137.731506860052","43.3124492052563","15642","0"
"800","COSCO","COS-U123453","Shanghai","Rotterdam","24757.8242599871","971.979873229284","126.468188729655","45.3676193268917","6196","0"
"801","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","20563.8145236019","1001.21270404081","131.699330287099","43.2774518317973","14266","0"
"802","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","21051.4345846698","980.825348023791","128.572713240369","45.672502621371","14399","0"
"803","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","25470.412518438","1029.58500852808","140.180995489487","45.0249802360374","16246","0"
"804","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","17156.280514542","1199.30317170918","127.422203234558","45.3421199615479","17323","0"
"805","CMA CGM","CMA-U123453","Tokyo","Busan","26708.8978532329","1086.63797793211","132.848211009322","42.8144735691009","15452","0"
"806","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","22888.038203856","1106.94724184228","140.136423611436","42.013761376488","16293","0"
"807","COSCO","COS-U123453","Shanghai","Rotterdam","22813.3924643509","1168.87493948569","149.450888764239","45.1713892717982","19727","0"
"808","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","18647.9937946144","1135.96691448591","139.731105238545","43.2825470881128","17176","0"
"809","COSCO","COS-U123453","Shanghai","Rotterdam","17734.159851931","1102.42326589301","123.557128146508","45.1346526367917","15370","0"
"810","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","15368.8563872036","1104.6052382479","141.708888635947","45.4606287867386","7907","0"
"811","COSCO","COS-U123453","Shanghai","Rotterdam","15299.4225968979","1100.88200022816","125.268930618847","42.4933910533536","14650","0"
"812","COSCO","COS-U123453","Shanghai","Rotterdam","19419.8686058633","1168.62292444217","131.496725099377","44.504861348374","17098","0"
"813","COSCO","COS-U123453","Shanghai","Rotterdam","15303.9537906367","989.930576561019","142.941197601125","43.7927715995086","15492","0"
"814","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","23047.35346701","984.645605013939","121.282514528636","43.1665284758456","12887","0"
"815","COSCO","COS-U123453","Shanghai","Rotterdam","17059.4335524179","1056.2568655645","127.199035077489","44.5859397054733","14976","0"
"816","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","19309.2793276627","1164.38640060253","124.808071549534","44.9262505810675","16322","0"
"817","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","25507.8597170021","1062.43144587846","129.735440636374","43.4044618247589","14957","0"
"818","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","24067.2806393076","1020.89370289585","134.57678462877","44.202168213975","15182","0"
"819","CMA CGM","CMA-U123453","Tokyo","Busan","18162.8741039615","992.300376517233","135.660098545811","44.1965010469622","14874","0"
"820","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","19957.5362766813","1060.19266010378","137.979597584143","42.6252855521915","6928","0"
"821","COSCO","COS-U123453","Shanghai","Rotterdam","20312.1209438704","993.42005220009","129.773903635131","45.3163442078575","14605","0"
"822","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","25681.4342807047","999.103770132642","143.543140004591","43.766829930555","15692","0"
"823","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","20858.3865998872","1093.66709429538","133.092704282878","44.792616813222","16300","0"
