,Area(Sq.Mt.),Soil_type,Distance_from_city,Budget,Passenger_traffic
3284,52855.39,Sand,46.49,68712004.47,158382177
3285,24639.18,Clay,36.82,32030934.71,141065214
3286,39375.95,Loam,11.7,51188729.51,99301691
3287,51144.16,Clay,35.52,66487407.93,77397959
3288,18558.23,Silt,66.69,24125705.42,141305329
3289,5289.05,Silt,37.8,6875765.836,154094125
3290,1503.79,Sand,99.93,1954928.753,107014476
3291,33849.82,Clay,40.43,44004769.61,94495113
3292,9247.31,Silt,64.66,12021498.98,75457439
3293,22397.85,Silt,59.74,29117211.32,126764227
3294,35197.26,Loam,24.47,45756437.16,81054872
3295,45806.71,Sand,26.54,59548725.34,123420131
3296,33472.67,Loam,96.15,43514466.36,103739008
3297,49310.86,Clay,93.33,64104114.35,132199301
3298,20072.77,Clay,28.33,26094605.28,74498032
3299,23849.67,Silt,68.48,31004564.94,124081105
3300,53846.04,Clay,14.22,69999858.08,73340816
3301,26261.3,Sand,53.87,34139694.17,78845608
3302,31248.22,Silt,12.82,40622683.28,157588902
3303,46569.9,Loam,88.06,60540872.94,89739930
3304,7023.31,Silt,37.18,9130303.49,157928627
3305,8542.99,Loam,62.67,11105892.06,122623910
3306,37100.23,Sand,7.69,48230297.64,85314396
3307,6652.71,Sand,83.56,8648528.056,85280501
3308,51277.79,Clay,74,66661129.77,120490123
3309,43520.43,Clay,10.77,56576565.18,129730220
3310,48735.29,Clay,81.65,63355873.03,151703081
3311,10006.86,Loam,9.59,13008915.12,116436198
3312,3602.67,Loam,65.91,4683468.364,101008242
3313,59588.62,Loam,53.94,77465207.32,148082708
3314,20343.48,Loam,89.97,26446519.05,115160197
3315,11497.41,Silt,48.92,14946634.34,144107930
3316,42147.34,Silt,93.39,54791538.25,84729841
3317,56824.12,Loam,13.67,73871353.4,156696578
3318,37960.82,Loam,67.25,49349060.62,72851483
3319,21492.14,Silt,18.04,27939777.84,105624013
3320,59437.75,Sand,41.46,77269068.96,79188844
3321,12829.29,Sand,51.51,16678077.78,86451000
3322,53829.76,Loam,85.73,69978687.86,114141255
3323,56468.49,Silt,85.04,73409040.49,127911776
3324,6524.16,Silt,10.12,8481413.776,112679012
3325,51737.48,Silt,63.79,67258719.15,105072278
3326,5049.06,Clay,48.88,6563771.511,108137495
3327,32495.43,Sand,91.77,42244061.1,122592755
3328,45307.92,Sand,68.7,58900290.01,105154624
3329,27959.79,Silt,35.97,36347724,75664348
3330,45580.79,Sand,97.27,59255028.56,115145534
3331,16607.28,Clay,6.81,21589465.83,73111614
3332,29975.51,Sand,37.88,38968159.75,132470979
3333,11845.11,Silt,13.82,15398647.17,86830319
3334,49922.01,Sand,64.89,64898615.31,114299776
3335,28724.94,Loam,10.4,37342421.94,138348394
3336,32498.09,Loam,92.09,42247515.55,77338872
3337,29916.76,Loam,77.63,38891789.13,90742986
3338,40089.43,Loam,40.6,52116262.97,100048636
3339,10273.76,Silt,94.36,13355882.99,147360748
3340,13705.27,Clay,88.35,17816850.05,82201313
3341,3371.3,Loam,51.77,4382686.636,147946088
3342,23282.76,Sand,14.52,30267590.91,134373301
3343,18206.55,Clay,28,23668518.54,156119328
3344,32603.14,Silt,98.8,42384079.69,80587354
3345,9289.76,Loam,17.22,12076691.78,126443747
3346,9717.19,Silt,86.3,12632352.69,101634452
3347,53468.68,Silt,99.1,69509281.59,119628226
3348,42641.79,Silt,67.2,55434323.26,142398770
3349,40788.67,Silt,17.02,53025275.63,142255418
3350,35571.51,Loam,84.18,46242960.2,103921332
3351,20358.97,Sand,42.11,26466655.53,133152316
3352,27531.25,Clay,5.35,35790630.05,143462336
3353,27188.7,Loam,62.6,35345310.38,133611529
3354,2365.32,Silt,60.07,3074916.993,109605671
3355,28128.26,Silt,66.57,36566733.68,109765183
3356,33421.83,Silt,13.85,43448383.03,120734575
3357,20607.55,Clay,79.59,26789817.83,78235719
3358,34521.02,Silt,76.78,44877320.72,114585956
3359,37261.01,Clay,64.58,48439311.35,103620935
3360,50439.03,Loam,6.12,65570739.39,82406184
3361,55677.35,Loam,99.25,72380550.85,124241810
3362,46428.16,Clay,19.26,60356611.03,82106106
3363,22423.5,Clay,66.94,29150555.36,106904016
3364,34133.29,Sand,20.48,44373282.23,126228487
3365,6420.39,Sand,79.28,8346509.588,153701984
3366,20259.92,Sand,29.64,26337893.85,92834129
3367,27574.18,Clay,46.12,35846435.64,136137221
3368,39647.13,Loam,71.92,51541268.85,145739465
3369,36011.8,Sand,91.12,46815337.37,78019379
3370,55597.64,Loam,6.32,72276930.33,136185512
3371,35193.84,Silt,65.8,45751995.62,103804597
3372,15387.02,Clay,64.05,20003129.55,86459435
3373,54910.79,Loam,66.76,71384023.49,85782938
3374,24818.49,Silt,72.61,32264041.67,77760894
3375,16295.97,Clay,15.5,21184759.68,73902021
3376,9969.82,Clay,25.5,12960763.81,154751420
3377,26717.06,Sand,57.64,34732171.95,118937616
3378,13317.17,Clay,65.95,17312317.61,76808854
3379,25948.02,Loam,38.42,33732432.32,91717685
3380,3567.71,Silt,14.55,4638017.921,129012043
3381,56442.85,Clay,22.28,73375707.81,155255879
3382,58724.94,Clay,47.69,76342422.87,135874853
3383,50653.63,Silt,85.5,65849722.48,130363343
3384,27191.18,Loam,54.73,35348528.71,123588429
3385,54814.34,Silt,12.58,71258644.97,142274047
3386,47120.32,Clay,21.45,61256412.38,147486839
3387,45927.84,Loam,53.18,59706185.81,113034098
3388,24421.55,Silt,63.38,31748018.88,132293830
3389,43378.05,Loam,32.79,56391467.85,87718699
3390,21298.76,Sand,84.9,27688388.11,130920913
3391,31744.45,Sand,68.25,41267785.29,157451637
3392,59888.45,Silt,97.6,77854981.76,151929868
3393,30562.37,Clay,93.12,39731081.33,115929696
3394,6561.34,Sand,43.19,8529745.599,94680971
3395,28707.94,Sand,44.18,37320316.42,79088748
3396,59775.65,Sand,86.41,77708345.41,71730229
3397,17361.71,Silt,42.03,22570220.33,148013858
3398,54862.76,Clay,54.95,71321581.79,77513707
3399,6351.79,Loam,21.02,8257320.724,85010043
3400,48797.53,Loam,61.62,63436784.06,73386665
3401,20398.99,Clay,84.1,26518684.07,129537428
3402,42880.49,Silt,43.1,55744633.62,95853416
3403,32876.25,Clay,20.89,42739125.95,87313753
3404,24622.46,Silt,10.67,32009198.82,126964164
3405,19287.82,Clay,26.83,25074164.24,108980735
3406,58460.86,Clay,58.42,75999123.79,110538819
3407,18465.68,Loam,7.48,24005377.73,124361439
3408,19352.34,Sand,31.16,25158037.94,139578946
3409,29586.57,Sand,41.2,38462541.13,153901848
3410,60239.11,Clay,97.35,78310840.15,87960593
3411,37401.74,Silt,97.76,48622256.76,119830948
3412,58388.53,Clay,77.09,75905093.6,135396916
3413,30270.94,Clay,52.51,39352222.71,150488901
3414,58877.36,Loam,19.2,76540567.3,136217762
3415,31692.1,Loam,41.79,41199733.23,86292226
3416,53564.93,Silt,45.71,69634412.12,156685338
3417,8246.54,Silt,25.7,10720503.06,120227200
3418,22252.16,Loam,74,28927803.33,107340427
3419,58167.09,Silt,82.4,75617214.74,132734141
3420,16180.86,Loam,95.38,21035118.51,152637072
3421,2812.6,Clay,10.38,3656384.336,156122783
3422,32896.43,Loam,79.09,42765353.26,113519635
3423,7667.21,Silt,84.35,9967371.128,132262035
3424,3295.72,Silt,6.17,4284440.262,139302192
3425,10113.77,Sand,71.19,13147905.95,88131966
3426,10226.58,Clay,81.81,13294556.04,89883335
3427,49479.08,Loam,38.54,64322799,102304657
3428,58811.66,Sand,75.66,76455153.15,142434574
3429,44861.6,Sand,6.51,58320079.18,118368827
3430,3638.3,Silt,71.9,4729788.048,91001300
3431,54154.44,Silt,40.76,70400766.47,94455474
3432,20706.69,Sand,65.69,26918696,90890031
3433,21206.54,Loam,61.4,27568496.53,127683566
3434,55903.55,Loam,22.42,72674618.6,146346418
3435,11297.57,Sand,36.04,14686842.88,148646854
3436,38168.83,Sand,20.54,49619474.16,120749830
3437,25499.45,Sand,65.35,33149290.99,87948297
3438,49408.19,Clay,20.44,64230652.21,84593129
3439,14492.56,Loam,81.92,18840327.94,153490436
3440,11056.6,Silt,11.11,14373574.53,150083895
3441,51421.91,Clay,98.8,66848483.27,127562138
3442,27664.62,Silt,47.64,35963999.89,109051575
3443,41206.57,Silt,81.02,53568538.39,98465083
3444,36125.07,Loam,91.29,46962584.94,124962768
3445,25986.27,Clay,37.48,33782154.19,100627870
3446,17461.6,Loam,81.95,22700084,145561274
3447,53644.74,Silt,68.53,69738164.05,83898161
3448,51115.31,Clay,14.57,66449905.29,91216878
3449,6327.92,Loam,44.73,8226295.713,86593198
3450,11469.1,Sand,15.19,14909835.01,152878636
3451,45843.54,Sand,13.2,59596596.63,137282854
3452,11252.45,Silt,40.65,14628180.86,139894541
3453,18174.21,Silt,47.7,23626476.21,134183712
3454,60257.04,Silt,50.39,78334150.96,91666017
3455,35058.63,Loam,36.7,45576212.5,128786881
3456,5173.05,Clay,5.4,6724968.063,135854285
3457,33066.34,Silt,5.83,42986244.46,122068215
3458,44194.35,Loam,28.91,57452650.5,100732479
3459,32631.96,Sand,13.01,42421549.24,77290547
3460,12763.36,Sand,88.28,16592367.61,96099514
3461,59789.19,Silt,79.7,77725951.77,88899284
3462,40387.64,Silt,78.6,52503928.63,108892621
3463,25211.01,Sand,38.67,32774315.81,91718519
3464,25930.28,Clay,97.39,33709366.2,145795759
3465,6729.36,Silt,17.99,8748163.701,124902442
3466,26358.55,Sand,45.84,34266120.78,92636590
3467,28038.41,Silt,33.94,36449926.87,148881001
3468,6338.86,Loam,16.88,8240516.964,90798172
3469,35387.5,Sand,47.59,46003746.73,115788452
3470,1654.77,Clay,87.36,2151195.989,76261422
3471,21302.22,Loam,94.35,27692891.3,156860549
3472,16111.08,Sand,22.22,20944404.33,85054102
3473,25502.7,Silt,75.62,33153513.43,86991972
3474,2720.48,Clay,38.13,3536626.187,97608926
3475,16358.52,Sand,43.58,21266070.77,100819006
3476,26518.42,Sand,29.43,34473942.72,72267659
3477,48725.46,Sand,24.46,63343102.22,82515651
3478,60387.24,Clay,39.21,78503418.29,141815277
3479,11520.77,Silt,28.81,14976998.65,128142494
3480,21234.49,Clay,5.88,27604834.93,86913512
3481,43860.28,Silt,47.42,57018362.72,106451499
3482,6226.15,Clay,74.21,8093996.009,73504686
3483,30729.78,Loam,57.8,39948720.13,117464087
3484,23604.7,Clay,23.62,30686108.14,75058316
3485,38874.39,Silt,38.51,50536706.83,126420014
3486,23764.73,Loam,61.48,30894150.64,101352558
3487,27888.25,Silt,16.32,36254729.91,101708464
3488,56819.39,Loam,47.28,73865211.56,157973044
3489,27064.25,Clay,96.54,35183527.83,98489067
3490,33530.79,Clay,81.05,43590023.87,82220791
3491,45516.03,Sand,14.11,59170843.72,98329142
3492,33477.01,Loam,41.68,43520111.8,83359854
3493,14244.47,Silt,25.39,18517815.85,94199687
3494,44832.41,Loam,91.36,58282127.81,92492245
3495,4212.61,Loam,87.68,5476389.405,123419316
3496,57972.84,Loam,59.41,75364696.11,139108955
3497,11475.64,Sand,52.13,14918336.58,155864063
3498,38746.11,Clay,78.62,50369946.11,82855476
3499,33441.11,Loam,29.88,43473445.42,78814210
3500,5564.14,Loam,88.7,7233378.09,124769411
3501,16547.23,Clay,78.04,21511403.36,94231148
3502,7007.33,Clay,99.1,9109532.203,156324500
3503,58780.29,Clay,74.65,76414374.12,112348614
3504,23137.8,Loam,45.35,30079135.58,117534556
3505,44518.6,Sand,73.16,57874183.27,152576993
3506,45037.91,Silt,19.86,58549277.99,158100023
3507,10096.66,Silt,44.14,13125654.97,82593467
3508,27617,Clay,31.48,35902097.64,124048705
3509,45137.49,Silt,20.73,58678736.32,104454845
3510,49957.75,Loam,10.37,64945073.93,122585444
3511,4276.11,Clay,45.48,5558942.476,131023598
3512,59931.95,Loam,33.79,77911529.63,85257174
3513,18313.22,Sand,61.64,23807191.42,77588989
3514,56132.31,Sand,6.27,72971996.85,120432093
3515,30813.49,Sand,58.55,40057531.05,72610927
3516,4813.87,Clay,72.18,6258031.019,147791212
3517,13040.02,Clay,86.22,16952030.16,122046009
3518,45389.38,Loam,18.31,59006192.71,84871539
3519,27996.98,Clay,98.04,36396068.25,122006513
3520,6271.97,Loam,13.58,8153555.848,143011140
3521,56302.09,Loam,50.59,73192715.98,144738795
3522,4496.8,Loam,80.01,5845838.241,88020049
3523,36466.18,Loam,64.73,47406039.48,81735262
3524,58005.47,Sand,43.31,75407117.01,130389109
3525,18969.54,Sand,77.6,24660406.14,140354307
3526,22080.85,Clay,84.46,28705099.55,114629450
3527,31135.43,Silt,10.98,40476054.23,148468473
3528,28855.29,Sand,81.41,37511872.94,129181860
3529,13312.54,Clay,78.66,17306306.18,133791424
3530,31043.57,Clay,57.89,40356637.42,147372856
3531,56373.66,Clay,35.5,73285762.73,94772853
3532,49562.89,Silt,74.23,64431760.08,124775088
3533,41214.85,Loam,47.31,53579310.74,101053135
3534,29766.59,Loam,77.44,38696572.79,80476330
3535,18254.44,Silt,33.05,23730775.94,90061304
3536,33460.31,Loam,81.18,43498397.56,126259472
3537,29245.61,Silt,48.47,38019296.15,148026396
3538,29249.15,Clay,8.25,38023896.19,149032723
3539,57765.43,Silt,30.53,75095065.02,99569031
3540,4685.22,Clay,25.13,6090784.141,79906564
3541,3558.45,Clay,23.34,4625978.588,78689784
3542,55107.89,Silt,30.04,71640258.9,149901555
3543,12183.07,Loam,99.84,15837985.5,113356438
3544,48213.84,Silt,38.29,62677993.1,155763540
3545,16630.69,Loam,20.55,21619890.7,92779377
3546,10766.51,Clay,34.67,13996459.07,158252864
3547,33226.36,Silt,24.23,43194271.04,92282772
3548,51155.52,Sand,41.08,66502178.22,151801132
3549,26921.8,Sand,97.44,34998334.13,156469279
3550,16485.13,Silt,17.94,21430673.68,135807276
3551,15130.55,Clay,96.38,19669721.35,113338363
3552,2753.48,Sand,68.93,3579529.566,86353650
3553,11766.64,Sand,7.42,15296638.1,72875473
3554,36426.81,Loam,11.85,47354851.06,107611706
3555,47128.66,Sand,66.28,61267263.81,78374952
3556,6867.39,Loam,21.05,8927601.049,95674298
3557,41246.1,Sand,84.58,53619928.22,152482587
3558,31391.89,Silt,62.51,40809460.98,154489705
3559,1604.04,Clay,13.22,2085252.247,156349201
3560,33654.72,Silt,31.39,43751135.21,90951317
3561,8048.76,Clay,25.12,10463386.5,129041825
3562,35972.76,Silt,71.59,46764590.97,157057636
3563,38872.32,Loam,59.79,50534020.55,134892382
3564,52941.76,Loam,65.34,68824289.9,151044867
3565,47277.22,Clay,53.35,61460383.39,131695496
3566,38307.81,Clay,49.32,49800150.24,98927567
3567,57659.12,Silt,20.36,74956855.18,123839469
3568,24330.66,Sand,78.93,31629859.05,118306482
3569,54846.12,Clay,79.69,71299955.33,125869977
3570,49667.03,Loam,20.25,64567134.95,155632806
3571,7615.43,Sand,44.76,9900061.893,112973978
3572,22896.98,Silt,46.79,29766078.9,97945081
3573,8655.09,Silt,22.36,11251616.88,155357302
3574,25895.16,Silt,17.4,33663708.69,136511622
3575,29134.32,Sand,67.26,37874620.22,138610422
3576,18491.75,Loam,19.32,24039278.78,104031831
3577,19376.78,Silt,35.88,25189814.67,157618559
3578,20401.5,Clay,86.39,26521951.45,76711999
3579,8319.53,Clay,60.13,10815393.21,121762463
3580,36991.81,Silt,28.57,48089348.96,157530462
3581,26208.06,Silt,26.81,34070482.29,134990879
3582,55403.66,Sand,45.75,72024763.74,151233963
3583,15517.44,Loam,58.32,20172674.64,77616999
3584,53596.26,Loam,91.06,69675141.48,105924083
3585,8699.75,Loam,99.38,11309680.31,141657581
3586,11705.36,Sand,20.09,15216974.08,128010047
3587,31433.84,Clay,12.38,40863994.97,132823144
3588,19109.5,Sand,54.56,24842352.28,124811606
3589,60244.91,Silt,36.88,78318386.24,81234620
3590,35492.26,Loam,89.03,46139933.65,140011899
3591,36942.73,Clay,66.72,48025551.54,113800524
3592,14585.83,Loam,51.71,18961579.97,73538366
3593,46084.82,Silt,89.31,59910269.81,98160718
3594,49777.2,Sand,64.94,64710363.78,157981716
3595,24547.83,Sand,30.58,31912180.81,146480886
3596,31065.41,Loam,20.14,40385029.53,89470234
3597,46750.94,Loam,37.49,60776216.81,112748164
3598,45660.29,Sand,28.15,59358375.16,113590248
3599,51409.69,Sand,54.54,66832600.87,93643621
3600,33649.91,Silt,52.96,43744886.26,84763829
3601,9639.37,Loam,67.03,12531183.31,101582909
3602,2365.17,Loam,13.23,3074719.846,87393095
3603,19531.56,Sand,72.36,25391028.68,128412040
3604,17278.39,Sand,92.98,22461911.18,155673509
3605,45511.72,Sand,57.12,59165235.82,90290390
3606,56416.64,Silt,59.69,73341630.76,121359706
3607,39919.89,Loam,79.42,51895856.47,97837213
3608,60348.21,Loam,64.49,78452674.8,134905396
3609,19144.78,Sand,15.4,24888208.96,79259830
3610,48306.3,Silt,34.85,62798184.45,157561219
3611,14364.04,Loam,96.82,18673253.3,86371900
3612,58454.98,Silt,75.86,75991470.1,95378064
3613,55937.54,Clay,91.14,72718807.44,93451555
3614,7370.71,Clay,37.59,9581919.634,91380495
3615,22538.81,Loam,79.8,29300451.58,145106035
3616,53559.91,Loam,45.16,69627887.35,76065476
3617,58510.62,Clay,39.73,76063804.63,98065257
3618,3857.03,Loam,67.62,5014132.762,131002442
3619,46942.83,Sand,28.77,61025680.11,151178528
3620,45087.18,Clay,79.16,58613334.16,108711411
3621,24007.81,Loam,95.57,31210147.94,115804811
3622,42307.94,Loam,46.87,55000325.65,103073738
3623,42092.98,Silt,77.96,54720868,99039846
3624,54641.89,Clay,91.2,71034457.18,146097335
3625,34326.17,Loam,95.46,44624018.96,97799090
3626,29954.24,Loam,73.03,38940513.06,106380435
3627,54090.34,Loam,80.36,70317446.88,84947046
3628,8727.88,Loam,71.23,11346245.73,129806159
3629,38026.98,Clay,57.3,49435074.1,143775979
3630,53544.13,Loam,54.94,69607362.78,130931739
3631,57853.9,Silt,17.03,75210072.46,142128277
3632,31298.79,Sand,99.85,40688429.22,98655232
3633,46617.82,Loam,41.1,60603159.73,108700828
3634,4873.12,Silt,80.23,6335061.393,135050334
3635,25886.02,Loam,43.34,33651823,117498927
3636,26125.78,Silt,76.12,33963513.76,138480446
3637,12338.81,Clay,28.3,16040448.64,88209983
3638,41492.01,Silt,69.72,53939613.29,115394792
3639,7851.51,Loam,85.43,10206968.53,99943003
3640,30571.4,Loam,51.85,39742822.68,138345798
3641,37600.4,Silt,44.92,48880514.47,125805881
3642,13230.55,Sand,30.24,17199715.8,158121747
3643,39519.41,Loam,43.02,51375236.31,152803546
3644,35562.07,Sand,76.41,46230696.19,146546533
3645,56376.89,Loam,7.12,73289956.62,119378455
3646,5314.16,Loam,80.69,6908413.754,92591062
3647,32308.73,Clay,26.42,42001347.5,114938199
3648,20433.4,Clay,39.4,26563420.7,104945842
3649,20809.78,Clay,33.92,27052713.22,156674064
3650,33646.25,Loam,67.34,43740119.41,153103210
3651,36866.9,Loam,73.97,47926968.46,94316581
3652,32153.45,Clay,69.96,41799482.66,87738070
3653,22554.67,Clay,39.71,29321064.83,88523309
3654,46337.39,Loam,64.2,60238611.4,114833037
3655,31512.6,Silt,87.52,40966374.66,72036951
3656,24156.16,Sand,85.8,31403011.49,142675247
3657,6719.11,Silt,41.4,8734845.776,106961058
3658,39027.68,Clay,5.03,50735981.62,155437725
3659,26397.16,Clay,55.21,34316306.84,108532956
3660,6769.65,Loam,74.1,8800541.482,146416566
3661,21194.1,Sand,23.34,27552334.43,96319155
3662,11142.02,Sand,5.08,14484621.59,106416123
3663,20608.33,Loam,95.83,26790830.33,76135480
3664,51157.99,Silt,85.68,66505380.55,87886234
3665,28468.46,Sand,44.48,37008997.58,125052877
3666,29916.11,Sand,39.92,38890948.53,103321529
3667,11130.91,Sand,53.93,14470188.96,125519217
3668,20846.08,Sand,7.26,27099903,75049571
3669,35115.77,Loam,89.71,45650498.21,140153899
3670,57467.88,Clay,31.23,74708244.59,93680403
3671,53762.86,Clay,31.86,69891719.84,153733641
3672,3931.49,Silt,53.3,5110933.674,156395119
3673,34488.35,Sand,11.11,44834851.12,94643812
3674,1572.09,Sand,33.62,2043722.624,108403418
3675,26237.69,Clay,72.68,34108995.46,138116468
3676,38430.37,Loam,85.83,49959479.55,100885189
3677,49792.09,Loam,34.78,64729717.46,99058559
3678,10115.99,Sand,73.29,13150784.25,136153271
3679,42631.71,Loam,15.77,55421218.22,114110193
3680,5705.86,Silt,51.93,7417614.679,121272168
3681,58781.65,Silt,87.02,76416146.07,81740002
3682,14415.39,Clay,8.89,18740004.92,150365820
3683,38353.54,Silt,42.37,49859606.23,155188954
3684,33822.28,Clay,96.43,43968962.33,120601346
3685,16377.36,Sand,57.9,21290563.18,156514554
3686,1213.43,Clay,46.8,1577460.565,90459002
3687,6791.25,Sand,46.76,8828624.382,103235145
3688,25348.69,Loam,29.41,32953292.97,106071406
3689,44986.06,Loam,42,58481882.11,120660818
3690,6572.85,Silt,12.39,8544708.746,137180276
3691,17426.52,Sand,75.35,22654479.27,114165361
3692,42193.17,Silt,20.96,54851120.08,110198303
3693,21292.41,Silt,24.94,27680136.39,154129245
3694,6583.83,Silt,93.7,8558975.464,158047773
3695,9643.67,Loam,16.36,12536764.95,109464441
3696,32254.87,Silt,87.05,41931334.89,113577390
3697,25587,Loam,25.78,33263105.46,113032069
3698,29028.23,Silt,93.58,37736696.33,151904545
3699,6242.28,Clay,91.13,8114963.844,88180592
3700,45524.62,Silt,39.19,59182011.43,96020240
3701,16683.3,Loam,48.61,21688296.13,142471216
